,source,word,freq_lcnl,freq_lcnl_log,freq_lcnl_log_flipscale,aoa_mean,aoa_sd,aoa_mean_scale,tasa_1,tasa_2,tasa_3,Has_freq,Has_aoa,Filter,score
2061,3k,else,36,3.583518938,6.090365073,6.53077,1.77,2.612308,175,262,287,TRUE,TRUE,TRUE,8.702673073
4201,3k,mail,18,2.890371758,6.846591697,4.65,2.01,1.86,69,37,29,TRUE,TRUE,TRUE,8.706591697
4315,cdi,meow,14,2.63905733,7.120776844,4,2.5,1.6,5,5,1,TRUE,TRUE,TRUE,8.720776844
1974,3k,dump,36,3.583518938,6.090365073,6.58,2.5,2.632,4,13,14,TRUE,TRUE,TRUE,8.722365073
2273,lcnl,fizz,#N/A,#N/A,#N/A,7.06,1.89,2.824,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
2275,unl,fjord,#N/A,#N/A,#N/A,12.41,4.5,4.964,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
2277,unl,flab,#N/A,#N/A,#N/A,11.33,3.03,4.532,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
4124,3k,low,18,2.890371758,6.846591697,4.7,1.22,1.88,62,112,151,TRUE,TRUE,TRUE,8.726591697
2282,3k,flail,#N/A,#N/A,#N/A,12.19,3.45,4.876,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
2285,3k,flair,#N/A,#N/A,#N/A,8.907281,3.12,3.5629124,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
2287,lcnl,flak,#N/A,#N/A,#N/A,13.56,4.77,5.424,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
1906,3k,drive,22,3.091042453,6.627659085,5.26,2.58,2.104,78,108,98,TRUE,TRUE,TRUE,8.731659085
1322,3k,cook,15,2.708050201,7.045505317,4.22,1.31,1.688,161,76,53,TRUE,TRUE,TRUE,8.733505317
2294,unl,flan,#N/A,#N/A,#N/A,12.65,4.2,5.06,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
2295,3k,flange,#N/A,#N/A,#N/A,15.47,3.72,6.188,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
2297,3k,flank,#N/A,#N/A,#N/A,12.15,3.56,4.86,1,0,0,FALSE,TRUE,FALSE,
1231,3k,cloud,12,2.48490665,7.288955913,3.63,1.57,1.452,94,47,30,TRUE,TRUE,TRUE,8.740955913
2303,3k,flare,#N/A,#N/A,#N/A,9.84,2.75,3.936,2,4,2,FALSE,TRUE,FALSE,
2305,lcnl,flares,#N/A,#N/A,#N/A,11.45,3.32,4.58,1,1,0,FALSE,TRUE,FALSE,
2902,3k,gray,26,3.258096538,6.445402344,5.74,2.6,2.296,106,116,105,TRUE,TRUE,TRUE,8.741402344
2308,3k,flask,#N/A,#N/A,#N/A,10.78,3.86,4.312,0,0,1,FALSE,TRUE,FALSE,
1207,3k,clock,16,2.772588722,6.975093507,4.42,1.46,1.768,112,67,60,TRUE,TRUE,TRUE,8.743093507
2312,lcnl,flaunt,#N/A,#N/A,#N/A,10.59,3.3,4.236,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
2313,3k,flaw,#N/A,#N/A,#N/A,9.78,1.96,3.912,0,0,0,FALSE,TRUE,FALSE,
2314,unl,flawed,#N/A,#N/A,#N/A,9.74,2.79,3.896,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
984,3k,chase,24,3.17805383,6.53272929,5.53,2.12,2.212,21,17,15,TRUE,TRUE,TRUE,8.74472929
2317,lcnl,flay,#N/A,#N/A,#N/A,12.29,3.64,4.916,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
7099,3k,straight,38,3.63758616,6.031377497,6.797195,1.69,2.718878,79,141,148,TRUE,TRUE,TRUE,8.750255497
3161,3k,hay,22,3.091042453,6.627659085,5.32,1.92,2.128,8,20,32,TRUE,TRUE,TRUE,8.755659085
2326,lcnl,fledge,#N/A,#N/A,#N/A,13.77,3.42,5.508,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
6623,3k,soap,10,2.302585093,7.487869534,3.17,1.1,1.268,35,25,24,TRUE,TRUE,TRUE,8.755869534
8404,lcnl,woods,19,2.944438979,6.78760412,4.930784,1.62,1.9723136,216,143,126,TRUE,TRUE,TRUE,8.75991772
2333,3k,fleet,#N/A,#N/A,#N/A,10.74,2.45,4.296,1,1,3,FALSE,TRUE,FALSE,
2335,3k,flesh,#N/A,#N/A,#N/A,8.3,2.62,3.32,3,6,15,FALSE,TRUE,FALSE,
2338,3k,flex,#N/A,#N/A,#N/A,8.68,3.45,3.472,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
2340,3k,flick,#N/A,#N/A,#N/A,7.55,3.1,3.02,0,0,1,FALSE,TRUE,FALSE,
2197,3k,few,28,3.33220451,6.36455022,5.99792,1.6,2.399168,269,406,550,TRUE,TRUE,TRUE,8.76371822
2346,lcnl,flinch,#N/A,#N/A,#N/A,7.89,3.1,3.156,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
2348,3k,fling,#N/A,#N/A,#N/A,8.95,4.05,3.58,0,0,0,FALSE,TRUE,FALSE,
2350,3k,flint,#N/A,#N/A,#N/A,9.6213,3.42,3.84852,0,0,6,FALSE,TRUE,FALSE,
6100,3k,shark,23,3.135494216,6.579162017,5.47,1.65,2.188,15,19,8,TRUE,TRUE,TRUE,8.767162017
2355,3k,flirt,#N/A,#N/A,#N/A,8.68,3.16,3.472,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
2357,lcnl,flit,#N/A,#N/A,#N/A,10.6,2.63,4.24,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
7412,3k,tea,23,3.135494216,6.579162017,5.47,2.39,2.188,51,61,71,TRUE,TRUE,TRUE,8.767162017
1238,3k,clown,12,2.48490665,7.288955913,3.72,1.93,1.488,41,20,10,TRUE,TRUE,TRUE,8.776955913
2366,3k,floe,#N/A,#N/A,#N/A,14.17,4.11,5.668,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
2368,3k,flog,#N/A,#N/A,#N/A,10.32,3.23,4.128,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
7306,3k,swing,14,2.63905733,7.120776844,4.16,2.03,1.664,19,24,22,TRUE,TRUE,TRUE,8.784776844
6686,3k,south,28,3.33220451,6.36455022,6.06,2.15,2.424,44,78,120,TRUE,TRUE,TRUE,8.78855022
1881,3k,dream,18,2.890371758,6.846591697,4.88,1.95,1.952,61,68,67,TRUE,TRUE,TRUE,8.798591697
2380,lcnl,floss,#N/A,#N/A,#N/A,7.06,2.84,2.824,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
2381,unl,flounce,#N/A,#N/A,#N/A,10.07,5.21,4.028,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
2105,3k,fair,24,3.17805383,6.53272929,5.67,1.91,2.268,113,104,78,TRUE,TRUE,TRUE,8.80072929
2386,lcnl,flout,#N/A,#N/A,#N/A,14.5,5.13,5.8,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
8334,3k,wife,24,3.17805383,6.53272929,5.67,3.2,2.268,191,157,123,TRUE,TRUE,TRUE,8.80072929
7635,3k,times,35,3.555348061,6.121099624,6.7,2.43,2.68,176,229,268,TRUE,TRUE,TRUE,8.801099624
2394,lcnl,flub,#N/A,#N/A,#N/A,11.67,3.18,4.668,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
2397,lcnl,flue,#N/A,#N/A,#N/A,10.93,3.81,4.372,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
5277,3k,proud,22,3.091042453,6.627659085,5.44,1.58,2.176,45,67,60,TRUE,TRUE,TRUE,8.803659085
2402,3k,fluke,#N/A,#N/A,#N/A,10.1,2.63,4.04,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
2404,lcnl,flume,#N/A,#N/A,#N/A,12.4,3.85,4.96,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
2406,lcnl,flunk,#N/A,#N/A,#N/A,8.16,2.5,3.264,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
2408,3k,flush,#N/A,#N/A,#N/A,5.17,2.68,2.068,0,0,1,FALSE,TRUE,FALSE,
7590,3k,thump,49,3.891820298,5.754006934,7.63,3.9,3.052,18,12,10,TRUE,TRUE,TRUE,8.806006934
2412,3k,flux,#N/A,#N/A,#N/A,14.5,3.31,5.8,0,0,0,FALSE,TRUE,FALSE,
810,3k,bush,18,2.890371758,6.846591697,4.9,2.1,1.96,20,21,31,TRUE,TRUE,TRUE,8.806591697
6009,3k,seat,16,2.772588722,6.975093507,4.58,1.92,1.832,99,109,95,TRUE,TRUE,TRUE,8.807093507
2418,3k,foam,#N/A,#N/A,#N/A,6.15,2.52,2.46,1,1,5,FALSE,TRUE,FALSE,
2421,lcnl,fob,#N/A,#N/A,#N/A,12.38,3.86,4.952,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
2423,3k,foe,#N/A,#N/A,#N/A,9.95,2.8,3.98,0,0,0,FALSE,TRUE,FALSE,
4651,3k,none,23,3.135494216,6.579162017,5.57164,1.85,2.228656,16,56,71,TRUE,TRUE,TRUE,8.807818017
2429,3k,foil,#N/A,#N/A,#N/A,7.57,1.89,3.028,1,1,3,FALSE,TRUE,FALSE,
2432,3k,foist,#N/A,#N/A,#N/A,13.08,4.03,5.232,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
2434,3k,fold,#N/A,#N/A,#N/A,4.95,1.87,1.98,28,8,11,FALSE,TRUE,FALSE,
1160,3k,clear,25,3.218875825,6.488192314,5.8,1.79,2.32,15,95,132,TRUE,TRUE,TRUE,8.808192314
3223,3k,hen,31,3.433987204,6.253504853,6.39,2.81,2.556,222,34,19,TRUE,TRUE,TRUE,8.809504853
2439,3k,font,#N/A,#N/A,#N/A,11.5,4.9,4.6,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
3908,3k,learn,15,2.708050201,7.045505317,4.44,1.42,1.776,192,256,269,TRUE,TRUE,TRUE,8.821505317
7144,3k,string,18,2.890371758,6.846591697,4.94,1.7,1.976,93,74,57,TRUE,TRUE,TRUE,8.822591697
4268,3k,mat,16,2.772588722,6.975093507,4.62,2.22,1.848,27,13,9,TRUE,TRUE,TRUE,8.823093507
2449,lcnl,fop,#N/A,#N/A,#N/A,11.71,3.5,4.684,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
575,3k,bowl,14,2.63905733,7.120776844,4.26,2.28,1.704,59,64,38,TRUE,TRUE,TRUE,8.824776844
2453,3k,force,#N/A,#N/A,#N/A,6,1.78,2.4,3,23,49,FALSE,TRUE,FALSE,
2455,3k,ford,#N/A,#N/A,#N/A,8.097349,3.74,3.2389396,17,12,17,FALSE,TRUE,FALSE,
2457,3k,fore,#N/A,#N/A,#N/A,12.17,3.99,4.868,0,0,0,FALSE,TRUE,FALSE,
2458,3k,forge,#N/A,#N/A,#N/A,9.8,1.74,3.92,0,1,1,FALSE,TRUE,FALSE,
4792,3k,paint,15,2.708050201,7.045505317,4.45,1.32,1.78,225,66,54,TRUE,TRUE,TRUE,8.825505317
1940,3k,drum,16,2.772588722,6.975093507,4.63,2.19,1.852,21,12,19,TRUE,TRUE,TRUE,8.827093507
2264,3k,fit,24,3.17805383,6.53272929,5.74,1.66,2.296,82,64,59,TRUE,TRUE,TRUE,8.82872929
3104,3k,ham,13,2.564949357,7.201628967,4.1,1.48,1.64,47,14,9,TRUE,TRUE,TRUE,8.841628967
1871,3k,draw,13,2.564949357,7.201628967,4.11,1.13,1.644,134,69,72,TRUE,TRUE,TRUE,8.845628967
4950,3k,phone,13,2.564949357,7.201628967,4.11,1.49,1.644,90,90,69,TRUE,TRUE,TRUE,8.845628967
2476,lcnl,fount,#N/A,#N/A,#N/A,12.67,4.47,5.068,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
532,3k,boom,22,3.091042453,6.627659085,5.56,2.43,2.224,8,28,15,TRUE,TRUE,TRUE,8.851659085
6276,3k,sight,21,3.044522438,6.678412627,5.44,2.01,2.176,24,88,112,TRUE,TRUE,TRUE,8.854412627
2481,3k,fowl,#N/A,#N/A,#N/A,7.89,2.87,3.156,0,0,0,FALSE,TRUE,FALSE,
773,3k,bull,15,2.708050201,7.045505317,4.53,2.29,1.812,25,15,22,TRUE,TRUE,TRUE,8.857505317
2485,3k,frail,#N/A,#N/A,#N/A,9.64,3.03,3.856,3,1,2,FALSE,TRUE,FALSE,
4730,unl,oink,10,2.302585093,7.487869534,3.44,1.85,1.376,#N/A,#N/A,#N/A,TRUE,TRUE,TRUE,8.863869534
2490,lcnl,franc,#N/A,#N/A,#N/A,12.81,3.6,5.124,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
2493,3k,frank,#N/A,#N/A,#N/A,10.58043,3.65,4.232172,118,52,55,FALSE,TRUE,FALSE,
2496,3k,frappe,#N/A,#N/A,#N/A,15.12,4.06,6.048,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
2498,unl,frau,#N/A,#N/A,#N/A,15.58,3.42,6.232,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
2499,3k,fraud,#N/A,#N/A,#N/A,10.11,2.76,4.044,0,0,0,FALSE,TRUE,FALSE,
2501,unl,fraught,#N/A,#N/A,#N/A,12.22,3.02,4.888,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
2502,3k,fray,#N/A,#N/A,#N/A,11.47,2.99,4.588,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
2503,lcnl,frayed,#N/A,#N/A,#N/A,10.37,3.58,4.148,0,0,0,FALSE,TRUE,FALSE,
2504,lcnl,frays,#N/A,#N/A,#N/A,10.687,3.07,4.2748,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
2505,3k,freak,#N/A,#N/A,#N/A,8.02,2.81,3.208,0,1,1,FALSE,TRUE,FALSE,
3397,3k,huge,17,2.833213344,6.908951778,4.9,3.14,1.96,30,80,116,TRUE,TRUE,TRUE,8.868951778
2166,3k,feed,13,2.564949357,7.201628967,4.17,1.58,1.668,86,75,65,TRUE,TRUE,TRUE,8.869628967
2821,3k,gold,38,3.63758616,6.031377497,7.1,2.13,2.84,140,155,150,TRUE,TRUE,TRUE,8.871377497
1503,3k,crow,23,3.135494216,6.579162017,5.74,3.28,2.296,30,29,18,TRUE,TRUE,TRUE,8.875162017
8353,3k,win,13,2.564949357,7.201628967,4.22,1.31,1.688,138,88,65,TRUE,TRUE,TRUE,8.889628967
4597,3k,nest,18,2.890371758,6.846591697,5.11,1.94,2.044,84,59,58,TRUE,TRUE,TRUE,8.890591697
8197,3k,week,18,2.890371758,6.846591697,5.11,2.56,2.044,133,193,125,TRUE,TRUE,TRUE,8.890591697
437,3k,block,16,2.772588722,6.975093507,4.79,3.08,1.916,87,65,59,TRUE,TRUE,TRUE,8.891093507
2527,3k,frieze,#N/A,#N/A,#N/A,13.64,3.63,5.456,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
6430,3k,slide,16,2.772588722,6.975093507,4.79,2.3,1.916,12,21,24,TRUE,TRUE,TRUE,8.891093507
1703,3k,desk,21,3.044522438,6.678412627,5.56,2.2,2.224,140,126,89,TRUE,TRUE,TRUE,8.902412627
2533,3k,fringe,#N/A,#N/A,#N/A,9.61,3.29,3.844,0,2,1,FALSE,TRUE,FALSE,
2535,lcnl,frisk,#N/A,#N/A,#N/A,10.16,2.91,4.064,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
100,3k,aunt,11,2.397895273,7.383885708,3.8,1.61,1.52,147,179,144,TRUE,TRUE,TRUE,8.903885708
2538,lcnl,frizz,#N/A,#N/A,#N/A,9,3.29,3.6,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
2541,3k,frock,#N/A,#N/A,#N/A,9.65,4.23,3.86,0,0,0,FALSE,TRUE,FALSE,
5342,3k,push,13,2.564949357,7.201628967,4.26,1.85,1.704,91,84,58,TRUE,TRUE,TRUE,8.905628967
643,3k,break,19,2.944438979,6.78760412,5.3,2.18,2.12,56,77,100,TRUE,TRUE,TRUE,8.90760412
2546,lcnl,frond,#N/A,#N/A,#N/A,11.5,5.66,4.6,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
7689,3k,tongue,14,2.63905733,7.120776844,4.47,2.87,1.788,21,38,44,TRUE,TRUE,TRUE,8.908776844
676,3k,bridge,21,3.044522438,6.678412627,5.58,2.34,2.232,31,52,44,TRUE,TRUE,TRUE,8.910412627
2552,3k,froth,#N/A,#N/A,#N/A,12.56,3.24,5.024,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
7453,3k,tent,18,2.890371758,6.846591697,5.16,1.95,2.064,51,39,39,TRUE,TRUE,TRUE,8.910591697
6097,3k,share,16,2.772588722,6.975093507,4.84,1.86,1.936,39,48,52,TRUE,TRUE,TRUE,8.911093507
921,3k,cause,23,3.135494216,6.579162017,5.84,3.1,2.336,2,21,42,TRUE,TRUE,TRUE,8.915162017
6170,3k,ship,19,2.944438979,6.78760412,5.33,2.06,2.132,165,148,149,TRUE,TRUE,TRUE,8.91960412
2567,3k,fuck,#N/A,#N/A,#N/A,11.22,3.15,4.488,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
5739,3k,rule,15,2.708050201,7.045505317,4.72,1.49,1.888,24,57,40,TRUE,TRUE,TRUE,8.933505317
6667,3k,sort,32,3.465735903,6.218866883,6.807852,2.42,2.7231408,19,64,77,TRUE,TRUE,TRUE,8.942007683
2575,unl,fugue,#N/A,#N/A,#N/A,15,4.31,6,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
2735,3k,glad,22,3.091042453,6.627659085,5.79,2.18,2.316,196,151,124,TRUE,TRUE,TRUE,8.943659085
2577,lcnl,fume,#N/A,#N/A,#N/A,8.67,2.93,3.468,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
6078,3k,shake,18,2.890371758,6.846591697,5.26,1.69,2.104,45,45,38,TRUE,TRUE,TRUE,8.950591697
2581,3k,fund,#N/A,#N/A,#N/A,9.56,3.63,3.824,0,0,1,FALSE,TRUE,FALSE,
2582,lcnl,funds,#N/A,#N/A,#N/A,9.216334,2.77,3.6865336,0,0,0,FALSE,TRUE,FALSE,
2583,3k,funk,#N/A,#N/A,#N/A,9.95,4.31,3.98,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
1326,3k,cool,14,2.63905733,7.120776844,4.58,2.32,1.832,60,93,113,TRUE,TRUE,TRUE,8.952776844
2586,lcnl,furl,#N/A,#N/A,#N/A,12.25,4.23,4.9,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
2591,unl,furze,#N/A,#N/A,#N/A,13.86,4.95,5.544,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
2592,3k,fuse,#N/A,#N/A,#N/A,10.78,4.14,4.312,0,0,1,FALSE,TRUE,FALSE,
1145,3k,class,16,2.772588722,6.975093507,4.95,1.36,1.98,182,181,177,TRUE,TRUE,TRUE,8.955093507
2597,3k,fuzz,#N/A,#N/A,#N/A,7.11,3.56,2.844,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
2599,3k,gab,#N/A,#N/A,#N/A,9.41,4.02,3.764,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
2601,lcnl,gad,#N/A,#N/A,#N/A,10.85,3.46,4.34,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
2603,lcnl,gaff,#N/A,#N/A,#N/A,12.27,3.61,4.908,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
2605,3k,gag,#N/A,#N/A,#N/A,7.58,3.1,3.032,0,0,1,FALSE,TRUE,FALSE,
2611,3k,gain,#N/A,#N/A,#N/A,7.11,2.03,2.844,0,1,7,FALSE,TRUE,FALSE,
2615,3k,gait,#N/A,#N/A,#N/A,11.75,3.18,4.7,0,0,0,FALSE,TRUE,FALSE,
2617,3k,gal,#N/A,#N/A,#N/A,6.21,3.34,2.484,0,1,1,FALSE,TRUE,FALSE,
1693,3k,den,21,3.044522438,6.678412627,5.7,1.66,2.28,21,12,9,TRUE,TRUE,TRUE,8.958412627
3118,3k,hare,31,3.433987204,6.253504853,6.78,2.05,2.712,13,4,5,TRUE,TRUE,TRUE,8.965504853
2647,3k,gate,18,2.890371758,6.846591697,5.32,2.29,2.128,77,67,61,TRUE,TRUE,TRUE,8.974591697
187,3k,bark,17,2.833213344,6.908951778,5.17,1.76,2.068,58,47,45,TRUE,TRUE,TRUE,8.976951778
5795,3k,salt,16,2.772588722,6.975093507,5.05,2.2,2.02,19,38,52,TRUE,TRUE,TRUE,8.995093507
2630,lcnl,gape,#N/A,#N/A,#N/A,11.72,3.34,4.688,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
2634,3k,garb,#N/A,#N/A,#N/A,12.05,3.57,4.82,0,0,0,FALSE,TRUE,FALSE,
4786,3k,pail,24,3.17805383,6.53272929,6.16,2.67,2.464,44,19,15,TRUE,TRUE,TRUE,8.99672929
2585,3k,fur,17,2.833213344,6.908951778,5.22,2.05,2.088,60,55,53,TRUE,TRUE,TRUE,8.996951778
783,3k,bunch,15,2.708050201,7.045505317,4.89,1.78,1.956,24,29,19,TRUE,TRUE,TRUE,9.001505317
2646,lcnl,gat,#N/A,#N/A,#N/A,13.3,4.14,5.32,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
8542,3k,yet,32,3.465735903,6.218866883,6.95705,1.85,2.78282,146,202,246,TRUE,TRUE,TRUE,9.001686883
2649,3k,gauche,#N/A,#N/A,#N/A,15.5,2.54,6.2,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
2650,lcnl,gaud,#N/A,#N/A,#N/A,13.17,2.56,5.268,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
2651,3k,gauge,#N/A,#N/A,#N/A,10.83,2.46,4.332,0,1,0,FALSE,TRUE,FALSE,
2655,3k,gaunt,#N/A,#N/A,#N/A,11.81,3.58,4.724,0,1,2,FALSE,TRUE,FALSE,
2656,unl,gauss,#N/A,#N/A,#N/A,13.27,4.41,5.308,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
2657,3k,gauze,#N/A,#N/A,#N/A,9.32,2.77,3.728,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
2659,lcnl,gawk,#N/A,#N/A,#N/A,10.84,3.48,4.336,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
3576,3k,job,18,2.890371758,6.846591697,5.39,2.06,2.156,348,280,168,TRUE,TRUE,TRUE,9.002591697
5178,3k,pot,22,3.091042453,6.627659085,5.95,3.99,2.38,129,74,48,TRUE,TRUE,TRUE,9.007659085
2667,3k,gear,#N/A,#N/A,#N/A,7.61,2.52,3.044,3,11,12,FALSE,TRUE,FALSE,
2675,3k,gel,#N/A,#N/A,#N/A,7.21,3.26,2.884,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
2676,lcnl,geld,#N/A,#N/A,#N/A,13.15,3.91,5.26,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
2679,3k,gem,#N/A,#N/A,#N/A,7.68,2.81,3.072,0,0,0,FALSE,TRUE,FALSE,
2681,lcnl,gen,#N/A,#N/A,#N/A,13.18,4.14,5.272,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
2682,3k,gene,#N/A,#N/A,#N/A,11.7527,3.56,4.70108,12,1,3,FALSE,TRUE,FALSE,
2684,lcnl,gent,#N/A,#N/A,#N/A,11.8,3.36,4.72,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
2685,lcnl,gents,#N/A,#N/A,#N/A,9.423251,2.78,3.7693004,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
2688,lcnl,germ,#N/A,#N/A,#N/A,5.95,2.46,2.38,1,0,0,FALSE,TRUE,FALSE,
2689,3k,germs,#N/A,#N/A,#N/A,5.287329,1.91,2.1149316,0,5,6,FALSE,TRUE,FALSE,
3588,3k,join,21,3.044522438,6.678412627,5.83,1.38,2.332,14,44,53,TRUE,TRUE,TRUE,9.010412627
2694,lcnl,ghat,#N/A,#N/A,#N/A,15,3.46,6,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
2696,lcnl,ghee,#N/A,#N/A,#N/A,16.5,2.59,6.6,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
7535,3k,though,36,3.583518938,6.090365073,7.319388,1.8,2.9277552,67,193,304,TRUE,TRUE,TRUE,9.018120273
2701,3k,ghoul,#N/A,#N/A,#N/A,9.59,4.21,3.836,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
2704,3k,gibe,#N/A,#N/A,#N/A,13.33,2.83,5.332,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
8532,3k,yell,10,2.302585093,7.487869534,3.83,1.5,1.532,39,26,18,TRUE,TRUE,TRUE,9.019869534
2710,3k,gig,#N/A,#N/A,#N/A,10.56,4.55,4.224,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
2714,lcnl,gild,#N/A,#N/A,#N/A,12.42,3.66,4.968,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
2717,3k,gill,#N/A,#N/A,#N/A,7.393987,2.33,2.9575948,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
2719,3k,gilt,#N/A,#N/A,#N/A,11.56,2.85,4.624,0,0,0,FALSE,TRUE,FALSE,
2720,3k,gin,#N/A,#N/A,#N/A,12.06,3.46,4.824,0,0,1,FALSE,TRUE,FALSE,
2723,3k,gird,#N/A,#N/A,#N/A,12.83,4.13,5.132,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
7087,3k,storm,15,2.708050201,7.045505317,4.94,2.51,1.976,32,69,73,TRUE,TRUE,TRUE,9.021505317
2728,3k,girth,#N/A,#N/A,#N/A,10.94,3.53,4.376,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
2730,3k,gist,#N/A,#N/A,#N/A,11.3,3.51,4.52,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
8104,3k,wake,19,2.944438979,6.78760412,5.63,3.93,2.252,56,62,50,TRUE,TRUE,TRUE,9.03960412
162,3k,band,23,3.135494216,6.579162017,6.16,2.54,2.464,61,47,39,TRUE,TRUE,TRUE,9.043162017
2736,lcnl,glade,#N/A,#N/A,#N/A,10.71,3.55,4.284,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
6197,3k,shop,20,2.995732274,6.731642911,5.78,1.86,2.312,311,118,63,TRUE,TRUE,TRUE,9.043642911
2740,3k,gland,#N/A,#N/A,#N/A,10.61,2.91,4.244,0,0,0,FALSE,TRUE,FALSE,
6504,3k,smart,18,2.890371758,6.846591697,5.5,1.86,2.2,114,57,41,TRUE,TRUE,TRUE,9.046591697
2828,lcnl,goo,18,2.890371758,6.846591697,5.53,2.37,2.212,#N/A,#N/A,#N/A,TRUE,TRUE,TRUE,9.058591697
2747,3k,glaze,#N/A,#N/A,#N/A,8.42,3.17,3.368,0,0,0,FALSE,TRUE,FALSE,
7660,3k,toast,13,2.564949357,7.201628967,4.67,3.34,1.868,5,18,18,TRUE,TRUE,TRUE,9.069628967
2749,3k,gleam,#N/A,#N/A,#N/A,11.62,3.43,4.648,3,1,1,FALSE,TRUE,FALSE,
2752,3k,glean,#N/A,#N/A,#N/A,12.43,4.67,4.972,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
2755,3k,glee,#N/A,#N/A,#N/A,9.28,4.14,3.712,3,2,0,FALSE,TRUE,FALSE,
2756,3k,glen,#N/A,#N/A,#N/A,10.687,3.09,4.2748,12,2,4,FALSE,TRUE,FALSE,
